"time","requesttype","neighborhood","nrequests","nsolved","pcsolved","avgresptime","pcsolvedin3","pcsolvedin5","rankrt","rankpcs3","rankpcs5"
"Within last year","All","Corona",6867,6685,97.3496432212029,7.86786198583697,63.244502694044,71.1373234309014,21,34,26
"Within last year","All","Crotona Park East",5081,4917,96.772288919504,8.83350441387805,50.2263333989372,59.3977563471758,58,141,143
"Within last year","All","Crown Heights North",32440,31105,95.8847102342787,10.9362287861122,44.4112207151665,55.1017262638718,154,169,168
"Within last year","All","Crown Heights South",11085,10694,96.4727108705458,10.8770073682222,41.6779431664411,53.7573297248534,151,184,180
"Within last year","All","Cypress Hills/City Line",11472,11039,96.2255927475593,10.2138050200073,56.9822175732218,65.1586471408647,122,95,93
"Within last year","All","Douglas Manor/Douglaston/Little Neck",4771,4463,93.5443303290715,12.6736649931538,59.6311045902327,65.1016558373507,185,68,94
"Within last year","All","DUMBO/Vinegar Hill/Downtown Brooklyn/Boerum Hill",10458,9922,94.8747370434117,10.2910913368109,54.2742398164085,61.1589213998853,127,117,132
"Within last year","All","Dyker Heights",6722,6380,94.9122285034216,9.85944664031621,63.2698601606665,67.8964593870872,108,33,52
"Within last year","All","East Concourse/Concourse Village",18297,17766,97.0978848991638,9.76278095453773,42.2309668251626,54.5116685795486,102,181,174
"Within last year","All","East Elmhurst",4553,4338,95.2778387876126,8.58803061934586,67.186470459038,72.4137931034483,46,12,17
"Within last year","All","East Flatbush/Farragut",11787,11216,95.1556799864257,10.6213044257302,46.9245779248324,57.6397726308645,142,155,153
"Within last year","All","East Flushing",4231,4065,96.0765776412196,9.92087583976113,66.0363980146537,72.7960293074923,110,17,11
"Within last year","All","East Harlem North",13296,12569,94.5321901323706,9.69512391374316,48.458182912154,57.2126955475331,98,148,156
"Within last year","All","East Harlem South",10049,9618,95.7110160214947,11.101409921671,45.8553089859688,54.8114240222908,160,160,170
"Within last year","All","East New York",22134,21197,95.7666937742839,10.8974077433523,47.4473660431915,56.4967922652932,152,152,162
"Within last year","All","East New York (Pennsylvania Ave)",8064,7706,95.5605158730159,11.0916261338241,38.9260912698413,49.6899801587302,159,188,189
"Within last year","All","East Tremont",11221,10835,96.5600213884681,9.08520555607346,43.8285357811247,55.6723999643526,72,172,167
"Within last year","All","East Village",13641,12969,95.0736749505168,11.2502521138779,52.2322410380471,60.596730444982,168,134,136
"Within last year","All","East Williamsburg",9824,9401,95.6942182410423,7.842082616179,59.8330618892508,66.0728827361563,19,64,81
"Within last year","All","Eastchester/Edenwald/Baychester",5643,5405,95.7823852560695,7.60705480750996,62.4136097820308,69.3248272195641,14,39,40
"Within last year","All","Elmhurst",12448,12020,96.5616966580977,9.52875680200921,57.8727506426735,67.39235218509,88,86,56
"Within last year","All","Elmhurst/Maspeth",4903,4723,96.3287782990006,8.07856989937915,67.4281052416888,75.0356924332042,30,9,4
"Within last year","All","Erasmus",9817,9396,95.7115208312112,11.1360188054279,43.6793317714169,54.4973006009983,163,177,175
"Within last year","All","Far Rockaway/Bayswater",9217,8682,94.1955082998807,12.4202357334578,46.0995985678637,56.1245524574156,184,159,164
"Within last year","All","Flatbush",27103,25975,95.8380991034203,10.3693864154149,45.4672914437516,55.739217060842,131,164,165
"Within last year","All","Flatlands",12457,11604,93.1524444087662,9.01506493506493,62.5110379706189,67.9698161676166,67,38,50
"Within last year","All","Flushing",11202,10780,96.2328155686485,10.1184284377923,56.6952329941082,66.2381717550437,116,99,76
"Within last year","All","Fordham South",8230,7817,94.9817739975699,10.3779382797111,37.958687727825,50.9234507897934,132,189,187
"Within last year","All","Forest Hills",13765,13166,95.6483835815474,9.6177056210752,56.0188884852888,64.9400653832183,93,103,95
"Within last year","All","Fort Greene",5914,5543,93.7267500845451,10.2904229994506,54.7683462969226,61.3459587419682,126,110,128
"Within last year","All","Fresh Meadows/Utopia",2822,2649,93.8695960311836,11.3289575289575,59.7094259390503,65.4854712969525,172,66,90
"Within last year","All","Ft. Totten/Bay Terrace/Clearview",2431,2297,94.4878650761004,11.1238898756661,58.5355820649938,66.1867544220485,161,79,78
"Within last year","All","Georgetown/Marine Park/Bergen Beach/Mill Basin",8835,8122,91.9298245614035,9.30130192188469,66.2705149971704,70.4584040747029,78,16,31
"Within last year","All","Glen Oaks/Floral Park/New Hyde Park",3247,3029,93.2861102556206,11.0675176352032,60.4866030181706,66.399753618725,157,56,73
"Within last year","All","Glendale",7761,7392,95.2454580595284,9.94212174860411,67.9422754799639,73.4956835459348,111,6,9
"Within last year","All","Gramercy",6606,6194,93.7632455343627,12.1771271433193,51.1958825310324,59.6730245231608,181,137,141
"Within last year","All","Grasmere/Arrochar/Ft. Wadsworth",2848,2748,96.4887640449438,6.58484961010026,69.4522471910112,75.9129213483146,2,4,3
"Within last year","All","Gravesend",4750,4467,94.0421052631579,8.06189511591267,65.8315789473684,72,28,20,23
"Within last year","All","Great Kills",7417,7143,96.3057840097074,9.04879804232043,63.6915194822705,69.6777672913577,68,31,37
"Within last year","All","Greenpoint",9091,8610,94.7090529094709,9.14035500176325,54.6694533054669,63.4143658563414,73,112,111
"Within last year","All","Grymes Hill/Clifton/Fox Hills",3787,3640,96.1182994454714,8.26435810810811,53.8949036176393,63.4275151835226,39,118,110
"Within last year","All","Hamilton Heights",19693,18471,93.7947494033413,12.2810916816473,39.8618798557863,50.0330066521099,183,187,188
"Within last year","All","Hammels/Arverne/Edgemere",6880,6533,94.9563953488372,9.85386416861827,51.9186046511628,60.6976744186046,107,135,135
"Within last year","All","Highbridge",10950,10670,97.4429223744292,9.60779859928071,41.9543378995434,54.9680365296804,92,183,169
"Within last year","All","Hollis",4157,3943,94.8520567717104,10.1617948717949,56.1222035121482,63.3870579745008,119,102,112
"Within last year","All","Homecrest",8075,7588,93.969040247678,9.52675496688742,56.1238390092879,64.0990712074303,87,101,105
"Within last year","All","Hudson Yards/Chelsea/Flatiron/Union Square",20948,19795,94.4958945961428,10.7242060477131,53.0599579912163,61.8292915791484,145,125,124
"Within last year","All","Hunters Point/Sunnyside/West Maspeth",16981,16284,95.8954125198752,9.63737217229625,57.646781697191,64.737059066015,94,89,98
"Within last year","All","Hunts Point",8247,7917,95.9985449254274,9.34980392156863,44.5495331635746,56.50539590154,80,168,161
"Within last year","All","Jackson Heights",14538,13938,95.8728848534874,9.87790528762348,60.0632824322465,67.0587426055854,109,61,62
"Within last year","All","Jamaica",12690,12260,96.6115051221434,9.40477759472817,57.5334909377463,64.6414499605989,82,92,100
"Within last year","All","Jamaica Estates/Holliswood",4635,4428,95.5339805825243,10.5106431677729,60.7335490830636,68.5221143473571,135,51,44
"Within last year","All","Kensington/Ocean Parkway",7534,7216,95.7791345898593,8.27739869099011,56.809131935227,66.418900982214,40,97,72
"Within last year","All","Kew Gardens",5374,5177,96.3342017119464,8.05787531559526,58.4294752512095,68.217342761444,27,81,45
"Within last year","All","Kew Gardens Hills",6184,5958,96.3454075032341,8.74513124470787,60.025873221216,67.3188874514877,52,62,58
"Within last year","All","Kingsbridge Heights",8691,8291,95.3975376826602,10.5519758368991,41.6177655045449,52.882292026234,139,185,186
"Within last year","All","Laurelton",4278,4003,93.5717625058439,10.9284630940344,57.5736325385694,65.3342683496961,153,91,91
"Within last year","All","Lenox Hill/Roosevelt Island",9916,9480,95.6030657523195,10.6351337067963,53.8725292456636,62.3941105284389,143,119,120
"Within last year","All","Lincoln Square",9184,8769,95.4812717770035,11.3134516313681,49.8911149825784,58.3188153310105,171,143,148
"Within last year","All","Lindenwood/Howard Beach",5978,5554,92.9073268651723,10.4206392694064,59.4513215122114,65.9417865506858,134,70,86
"Within last year","All","Longwood",5519,5338,96.7204203660083,9.38525835866261,41.9641239354956,53.6872621851785,81,182,182
"Within last year","All","Lower East Side",10421,9852,94.539871413492,10.8626181668722,50.2830822377891,58.0462527588523,149,140,150
"Within last year","All","Madison",7831,7273,92.8744732473503,9.49289164941339,56.9403652151705,64.8959264461755,85,96,96
"Within last year","All","Manhattanville",7300,6856,93.9178082191781,10.2385995881142,47.7808219178082,56.6301369863014,124,150,159
"Within last year","All","Marble Hill/Inwood",15736,14716,93.5180477885104,11.8208330474165,46.44128113879,54.6644636502288,179,157,173
"Within last year","All","Mariner's Harbor/Arlington/Port Ivory/Graniteville",5532,5319,96.1496746203905,8.11813292354975,58.4056399132321,66.8474331164136,31,83,68
"Within last year","All","Maspeth",7440,7122,95.7258064516129,11.9838366652488,69.8118279569892,74.7983870967742,180,3,5
"Within last year","All","Melrose South/Mott Haven North",7480,7099,94.9064171122995,9.44507125890736,43.7299465240642,53.7433155080214,83,173,181
"Within last year","All","Middle Village",8004,7555,94.3903048475762,11.7801919488137,64.6426786606697,69.7151424287856,177,29,36
"Within last year","All","Midtown/Midtown South",21857,20547,94.0064967744887,10.683982473223,54.5729057052661,62.9317838678684,144,114,116
"Within last year","All","Midwood",10987,10441,95.0304905797761,9.3174313687848,52.926185491945,62.3646127241285,79,126,122
"Within last year","All","Morningside Heights",8475,8101,95.5870206489676,11.1749438482655,51.0796460176991,59.5516224188791,166,138,142
"Within last year","All","Morrisania/Melrose",9143,8819,96.4563053702286,8.80415667466027,43.7274417587225,56.3381822159029,55,174,163
"Within last year","All","Mott Haven/Port Morris",9429,9000,95.4502068087814,9.55384099295538,48.2978046452434,58.065542475342,89,149,149
"Within last year","All","Mount Hope",16043,15629,97.419435267718,10.3363179592888,40.8028423611544,53.3254378856822,128,186,184
"Within last year","All","Murray Hill",8409,7997,95.1004875728386,10.8705272474396,60.2449756213581,67.76073254846,150,60,54
"Within last year","All","Murray Hill/Kips Bay",9000,8568,95.2,11.8153432347094,52.2444444444444,61.3444444444444,178,133,129
"Within last year","All","New Brighton/Silver Lake",3972,3843,96.7522658610272,7.49880031991469,59.7935548841893,66.3897280966767,12,65,74
"Within last year","All","New Dorp/Midland Beach",4516,4183,92.6262178919398,9.94712132443786,59.8759964570416,65.5668733392383,113,63,88
"Within last year","All","New Springville/Bloomfield/Travis",6112,5888,96.3350785340314,7.76880319610908,65.4450261780105,72.4967277486911,16,24,15
"Within last year","All","North Corona",7120,6898,96.8820224719101,8.20422740524781,67.4157303370787,72.7949438202247,36,10,12
"Within last year","All","North Riverdale/Fieldston/Riverdale",4093,3933,96.0908868800391,6.88974556669237,61.5929635963841,69.3378939653066,3,44,39
"Within last year","All","North Side/South Side",16825,16065,95.482912332838,8.06732933233308,58.1040118870728,66.1872213967311,29,85,77
"Within last year","All","Norwood",12709,12351,97.1830985915493,9.05871799053988,45.6684239515304,59.2572192934141,70,161,145
"Within last year","All","Oakland Gardens",3217,3006,93.4410941871309,12.2568870523416,58.501709667392,64.5321728318309,182,80,101
"Within last year","All","Oakwood/Oakwood Beach",3833,3623,94.5212627184973,9.24046670461013,61.2314114270806,67.936342290634,76,45,51
"Within last year","All","Ocean Hill",9488,9085,95.7525295109612,10.5459603828177,43.929173693086,54.3001686340641,138,171,178
"Within last year","All","Ocean Parkway South",4317,4087,94.672226082928,8.14373464373464,60.620801482511,68.1028492008339,33,52,46
"Within last year","All","Old Astoria",5495,5257,95.6687898089172,9.05172413793103,62.9117379435851,70.0454959053685,69,36,32
"Within last year","All","Old Town/Dongan Hills/South Beach",4299,4114,95.6966736450337,8.61584905660377,62.7587811118865,70.0395440800186,47,37,33
"Within last year","All","Ozone Park",5090,4921,96.6797642436149,8.72056708444627,67.7406679764244,73.7328094302554,51,8,8
"Within last year","All","Park Slope/Gowanus",17538,16663,95.0108336184286,8.37500759739865,60.405975595849,67.0943094993728,43,58,61
"Within last year","All","Parkchester",4452,4341,97.5067385444744,7.48704902867715,52.3360287511231,67.0485175202156,11,132,63
"Within last year","All","Pelham Bay/Country Club/City Island",1630,1545,94.7852760736196,7.21166892808684,64.5398773006135,70.8588957055215,7,30,28
"Within last year","All","Pelham Parkway",7357,7184,97.6484980290879,8.68937562224435,50.958271034389,62.5662634225907,49,139,118
"Within last year","All","Pomonok/Flushing Heights/Hillcrest",6161,5946,96.5103067683818,7.68798778418731,70.4755721473787,76.1889303684467,15,2,1
"Within last year","All","Port Richmond",4921,4793,97.3989026620606,8.29084342468664,57.5086364560049,67.018898597846,41,93,64
"Within last year","All","Prospect Heights",6186,5855,94.6492078887811,9.06403175698999,53.3947623666343,62.3989654057549,71,120,119
"Within last year","All","Prospect Lefferts Gardens/Wingate",21748,21024,96.6709582490344,10.3507294905525,43.6867757954754,54.3452271473239,129,176,177
"Within last year","All","Queens Village",9658,9180,95.0507351418513,10.8532904228166,60.6129633464485,66.0281631807828,148,53,83
"Within last year","All","Queensboro Hill",3624,3499,96.5507726269316,9.68600288600289,69.0397350993377,73.9790286975717,97,5,7
"Within last year","All","Queensbridge/Ravenswood/Long Island City",5707,5453,95.5493253898721,7.10118168389956,67.02295426669,72.3497459260557,5,13,18
"Within last year","All","Rego Park",5278,5082,96.2864721485411,10.2197976591946,58.7343690791967,66.0666919287609,123,74,82
"Within last year","All","Richmond Hill",14214,13761,96.8130012663571,9.84676237913859,66.5470662726889,72.576333192627,106,14,14
"Within last year","All","Ridgewood",13953,13395,96.0008600301011,9.75880982793598,59.6000860030101,66.8745072744213,100,69,67
"Within last year","All","Rikers Island",15,8,53.3333333333333,17.625,13.3333333333333,13.3333333333333,190,191,191
"Within last year","All","Rosedale",4320,4094,94.7685185185185,9.96745562130178,62.1296296296296,69.6064814814815,114,40,38
"Within last year","All","Rossville/Woodrow",3272,3153,96.3630806845966,8.23494764397906,65.8924205378973,72.2493887530562,38,19,19
"Within last year","All","Rugby/Remsen Village",13530,12894,95.2993348115299,11.1343457943925,43.7028824833703,53.6363636363636,162,175,183
"Within last year","All","Schuylerville/Throgs Neck/Edgewater Park",8143,7769,95.4070981210856,7.78096239810676,65.9216504973597,72.1355765688321,17,18,20
"Within last year","All","Seagate/Coney Island",5029,4757,94.5913700536886,10.2469344608879,48.936170212766,56.9894611254723,125,146,158
"Within last year","All","Sheepshead Bay/Gerritsen Beach/Manhattan Beach",11983,11273,94.0749394976216,8.34508050089445,62.0879579404156,69.3065175665526,42,41,41
"Within last year","All","SoHo/TriBeCa/Civic Center/Little Italy",16974,16222,95.5696948273831,10.3537448764129,57.7530340520797,64.8815835984447,130,87,97
"Within last year","All","Soundview/Bruckner",11927,11699,98.0883709231156,7.44188662916486,58.5981386769515,68.0472876666387,10,78,48
"Within last year","All","Soundview/Castle Hill/Clason Point/Harding Park",6170,5927,96.0615883306321,8.14662125829002,56.580226904376,64.1491085899514,34,100,104
"Within last year","All","South Jamaica",8833,8542,96.7055360579645,8.52184695323571,59.1078908638062,66.1043812974074,45,71,80
"Within last year","All","South Ozone Park",17240,16600,96.2877030162413,11.03653190453,65.6728538283063,71.3979118329466,156,22,25
"Within last year","All","Springfield Gardens North",3145,3020,96.0254372019078,8.81016949152542,58.4101748807631,65.5643879173291,56,82,89
"Within last year","All","Springfield Gardens South/Brookville",3983,3830,96.1586743660557,8.78859416445623,65.6289229224203,72.0813457193071,54,23,21
"Within last year","All","Spuyten Duyvil/Kingsbridge",5908,5690,96.3100880162492,7.8424048381359,52.4712254570074,63.0501015572106,20,131,115
"Within last year","All","St. Albans",9851,9358,94.9954319358441,10.143137254902,58.8265150746117,65.7699725916151,117,73,87
"Within last year","All","Stapleton/Rosebank",6647,6359,95.6672182939672,7.35264927165039,61.0801865503235,68.0908680607793,9,48,47
"Within last year","All","Starrett City",712,678,95.2247191011236,11.2706766917293,52.8089887640449,59.2696629213483,170,129,144
"Within last year","All","Steinway",9692,9177,94.6863392488651,10.170947741364,58.3986793231531,66.3536937680561,121,84,75
"Within last year","All","Stuyvesant Heights",18294,17501,95.665245435662,10.9563185227928,44.8398381983164,54.7775226850333,155,166,171
"Within last year","All","Stuyvesant Town/Cooper Village",989,955,96.5621840242669,9.76230366492147,52.6794742163802,66.1274014155713,101,130,79
"Within last year","All","Sunset Park East",11571,11048,95.4800795091176,11.1851514875807,56.0020741508945,63.3825944170772,167,104,113
"Within last year","All","Sunset Park West",12865,12294,95.5616012436844,8.42059336823735,59.6890788962301,66.9102215312864,44,67,66
"Within last year","All","Todt Hill/Emerson Hill/Heartland Village/Lighthouse Hill",5730,5532,96.544502617801,7.52030876677081,65.7068062827225,72.7050610820244,13,21,13
"Within last year","All","Turtle Bay/East Midtown",10415,9901,95.0648103696591,10.5885986229243,54.930388862218,63.6293807009121,141,108,108
"Within last year","All","University Heights/Morris Heights",15526,15063,97.0179054489244,8.99626168224299,48.6796341620508,60.595130748422,64,147,137
"Within last year","All","Upper East Side/Carnegie Hill",10443,9924,95.03016374605,11.4456883509834,53.1839509719429,61.2084650004788,173,123,131
"Within last year","All","Upper West Side",21027,19969,94.9683739953393,11.5280825034124,49.8169020782803,59.7565035430637,175,144,140
"Within last year","All","Van Cortlandt Village",13127,12642,96.3053249028719,9.01447305293459,47.0404509788984,60.7221756684696,66,154,134
"Within last year","All","Van Nest/Morris Park/Westchester Square",8544,8248,96.5355805243446,8.02839582052858,57.748127340824,66.4676966292135,26,88,70
"Within last year","All","Washington Heights North",24145,23308,96.5334437771795,9.59499676514988,55.7548146614206,65.2267550217436,91,107,92
"Within last year","All","Washington Heights South",27716,26110,94.2055130610478,11.4588248901226,45.1652475104633,54.7409438591427,174,165,172
"Within last year","All","West Brighton",1149,1094,95.213228894691,11.1538461538462,45.5178416013925,53.9599651871192,165,163,179
"Within last year","All","West Concourse",11567,11219,96.9914411688424,10.1439434603686,43.4944237918216,54.3961269127691,118,179,176
"Within last year","All","West Farms/Bronx River",8078,7855,97.2394156969547,8.91896044040456,47.4003466204506,61.3146818519436,60,153,130
"Within last year","All","West New Brighton/New Brighton/St. George",8284,7995,96.5113471752776,7.93576455534229,54.5750845002414,63.5441815548044,23,113,109
"Within last year","All","West Village",17531,16751,95.5507386914609,10.5829682530157,56.7508984085335,64.2918259083908,140,98,103
"Within last year","All","Westchester/Unionport",6167,5929,96.1407491486947,8.81327372764787,54.3376033727907,63.9532998216313,57,116,106
"Within last year","All","Westerleigh",4883,4665,95.5355314355929,8.19285557747096,62.011058775343,68.011468359615,35,42,49
"Within last year","All","Whitestone",5707,5364,93.9898370422288,13.4138388625592,60.3118976695286,66.9879095847205,187,59,65
"Within last year","All","Williamsbridge/Olinville",15534,15099,97.1996910003863,9.75584415584416,45.5774430281962,57.4739281575898,99,162,155
"Within last year","All","Williamsburg",2882,2725,94.5523941707148,8.23485415108452,62.9770992366412,70.5759888965996,37,35,30
"Within last year","All","Windsor Terrace",3393,3167,93.3392278219864,8.99489307373125,60.5069260241674,67.7866195107574,63,55,53
"Within last year","All","Woodhaven",12122,11738,96.8322059066161,8.71223701159296,66.3916845405049,72.4467909585877,50,15,16
"Within last year","All","Woodlawn/Wakefield",11220,10712,95.4723707664884,8.75826152826437,54.6702317290553,64.6702317290553,53,111,99
"Within last year","All","Woodside",7992,7689,96.2087087087087,8.89323564045532,65.0650650650651,71.0710710710711,59,27,27
"Within last year","All","Yorkville",11144,10650,95.5671213208902,10.5353124704548,46.8234027279253,57.7530509691314,137,156,152
"Within last month","All","Airport",55,26,47.2727272727273,3.88461538461538,32.7272727272727,34.5454545454545,180,190,190
"Within last month","All","Allerton/Pelham Gardens",359,316,88.0222841225627,1.35643564356436,75.2089136490251,79.9442896935933,6,24,32
"Within last month","All","Annadale/Huguenot/Prince's Bay/Eltingville",516,452,87.5968992248062,1.55328798185941,72.6744186046512,78.4883720930232,16,46,45
"Within last month","All","Arden Heights",274,239,87.2262773722628,2.07659574468085,68.2481751824817,74.8175182481752,58,69,78
"Within last month","All","Astoria",1236,1075,86.9741100323625,2.41627689429373,67.7184466019417,75.1618122977346,99,77,75
"Within last month","All","Auburndale",245,220,89.7959183673469,1.4037558685446,75.9183673469388,80,10,22,31
"Within last month","All","Baisley Park",477,431,90.356394129979,1.4377990430622,76.1006289308176,82.1802935010482,13,21,19
"Within last month","All","Bath Beach",408,357,87.5,2.17746478873239,67.8921568627451,77.4509803921569,73,74,53
"Within last month","All","Battery Park City/Lower Manhattan",758,675,89.0501319261214,2.13263785394933,69.9208443271768,74.4063324538259,69,62,84
"Within last month","All","Bay Ridge",1409,1250,88.7154009936125,2.11948676824379,72.3207948899929,78.3534421575585,67,48,46
"Within last month","All","Bayside/Bayside Hills",588,535,90.9863945578231,1.75763358778626,74.8299319727891,80.7823129251701,30,29,25
"Within last month","All","Bedford",1239,1042,84.1000807102502,2.64050387596899,61.7433414043584,68.7651331719128,117,118,124
"Within last month","All","Bedford Park/Fordham North",1406,1206,85.7752489331437,3.88935108153078,55.049786628734,68.4921763869132,181,149,127
"Within last month","All","Bellerose",255,235,92.156862745098,3.0948275862069,70.5882352941177,76.078431372549,151,58,66
"Within last month","All","Belmont",699,518,74.1058655221745,3.64327485380117,43.0615164520744,60.3719599427754,169,187,168
"Within last month","All","Bensonhurst East",894,731,81.7673378076063,2.52682255845942,62.4161073825503,70.2460850111857,105,112,117
"Within last month","All","Bensonhurst West",898,760,84.6325167037862,2.05430463576159,69.0423162583519,75.0556792873051,56,66,76
"Within last month","All","Borough Park",1350,1194,88.4444444444444,1.74239864864865,74.0740740740741,79.7777777777778,29,39,33
"Within last month","All","Breezy Point/Belle Harbor/Rockaway Park/Broad Channel",16,15,93.75,1.13333333333333,93.75,93.75,3,1,1
"Within last month","All","Briarwood/Jamaica Hills",396,365,92.1717171717172,2.32872928176796,74.4949494949495,79.2929292929293,88,35,37
"Within last month","All","Brighton Beach",567,477,84.1269841269841,2.65684210526316,63.31569664903,73.1922398589065,118,110,93
"Within last month","All","Bronxdale",656,517,78.8109756097561,3.66081871345029,50.7621951219512,65.0914634146341,171,169,145
"Within last month","All","Brooklyn Heights/Cobble Hill",265,220,83.0188679245283,2.76958525345622,59.2452830188679,66.4150943396226,125,133,137
"Within last month","All","Brownsville",754,524,69.4960212201592,4.63013698630137,39.7877984084881,47.4801061007958,189,188,188
"Within last month","All","Bushwick North",1099,903,82.1656050955414,2.25112107623318,63.4212920837125,68.8808007279345,82,108,123
"Within last month","All","Bushwick South",1142,962,84.2381786339755,2.26854754440961,66.7250437828371,73.292469352014,85,85,91
"Within last month","All","Cambria Heights",248,220,88.7096774193548,2.10550458715596,75,77.0161290322581,65,25,58
"Within last month","All","Canarsie",850,751,88.3529411764706,1.98397863818425,68.9411764705882,76.4705882352941,48,67,63
"Within last month","All","Carroll Gardens/Columbia Street/Red Hook",622,550,88.4244372990354,2.09724770642202,71.2218649517685,76.8488745980707,61,56,60
"Within last month","All","Central Harlem North/Polo Grounds",1329,1007,75.7712565838977,3.57285429141717,51.1662904439428,59.2927012791573,166,168,175
"Within last month","All","Central Harlem South",990,771,77.8787878787879,2.7227332457293,59.5959595959596,64.5454545454545,123,130,147
"Within last month","All","Charleston/Richmond Valley/Tottenville",339,298,87.905604719764,2.39057239057239,68.141592920354,75.5162241887906,96,70,72
"Within last month","All","Chinatown",890,729,81.9101123595506,2.43448275862069,66.2921348314607,70.4494382022472,100,87,113
"Within last month","All","Claremont/Bathgate",475,380,80,3.47493403693931,53.0526315789474,60.2105263157895,163,158,169
"Within last month","All","Clinton",1585,1299,81.9558359621451,2.86444616576297,57.5394321766561,67.3186119873817,133,138,133
"Within last month","All","Clinton Hill",739,607,82.1380243572395,2.37395659432387,64.276048714479,69.2828146143437,92,107,121
"Within last month","All","Co-op City",272,244,89.7058823529412,2.78632478632479,68.3823529411765,70.9558823529412,127,68,109
"Within last month","All","College Point",452,435,96.2389380530973,1.44700460829493,84.9557522123894,87.8318584070797,14,3,3
"Within last month","All","Corona",427,377,88.2903981264637,2.07837837837838,65.5737704918033,75.8782201405152,60,98,69
"Within last month","All","Crotona Park East",333,276,82.8828828828829,2.94202898550725,56.7567567567568,70.2702702702703,138,139,116
"Within last month","All","Crown Heights North",2331,1769,75.8901758901759,2.77727272727273,54.6975546975547,62.9343629343629,126,151,156
"Within last month","All","Crown Heights South",773,592,76.5847347994825,3.57241379310345,50.3234152652005,59.8965071151358,165,170,172
"Within last month","All","Cypress Hills/City Line",886,749,84.5372460496614,2.40107671601615,65.6884875846501,71.4446952595937,97,96,104
"Within last month","All","Douglas Manor/Douglaston/Little Neck",377,353,93.6339522546419,1.92263610315186,80.106100795756,83.5543766578249,42,8,11
"Within last month","All","DUMBO/Vinegar Hill/Downtown Brooklyn/Boerum Hill",768,631,82.1614583333333,2.55267423014587,60.15625,66.1458333333333,107,125,139
"Within last month","All","Dyker Heights",489,436,89.161554192229,1.66435185185185,76.4826175869121,81.1860940695297,25,20,23
"Within last month","All","East Concourse/Concourse Village",1413,1099,77.7777777777778,4.18726937269373,46.4260438782732,59.377211606511,185,181,173
"Within last month","All","East Elmhurst",310,275,88.7096774193548,1.5830258302583,73.5483870967742,76.7741935483871,19,41,61
"Within last month","All","East Flatbush/Farragut",806,640,79.4044665012407,3.43014128728414,52.605459057072,61.6625310173697,160,162,163
"Within last month","All","East Flushing",286,253,88.4615384615385,1.71713147410359,74.8251748251748,80.0699300699301,27,30,29
"Within last month","All","East Harlem North",1030,742,72.0388349514563,3.55587392550143,45.8252427184466,52.0388349514563,164,183,186
"Within last month","All","East Harlem South",681,531,77.9735682819383,3.67863894139887,49.9265785609398,56.3876651982379,173,172,181
"Within last month","All","East New York",1605,1266,78.8785046728972,2.96634615384615,54.6417445482866,63.4267912772586,142,152,154
"Within last month","All","East New York (Pennsylvania Ave)",501,371,74.0518962075848,3.86538461538462,44.5109780439122,50.8982035928144,179,186,187
"Within last month","All","East Tremont",978,761,77.8118609406953,3.68741721854305,46.2167689161554,61.4519427402863,174,182,164
"Within last month","All","East Village",1045,893,85.4545454545455,2.55227272727273,66.1244019138756,72.9186602870813,106,93,95
"Within last month","All","East Williamsburg",700,618,88.2857142857143,2.11256117455139,71.7142857142857,77,66,51,59
"Within last month","All","Eastchester/Edenwald/Baychester",377,311,82.4933687002653,2.04605263157895,66.0477453580902,74.5358090185676,53,94,83
"Within last month","All","Elmhurst",1151,1005,87.3153779322328,3.12151394422311,62.380538662033,70.3735881841877,152,113,114
"Within last month","All","Elmhurst/Maspeth",388,350,90.2061855670103,1.83908045977011,76.5463917525773,80.9278350515464,36,19,24
"Within last month","All","Erasmus",802,623,77.6807980049875,3.77705977382876,49.6259351620948,59.9750623441397,178,174,171
"Within last month","All","Far Rockaway/Bayswater",705,527,74.7517730496454,2.8131021194605,55.886524822695,61.7021276595745,131,144,162
"Within last month","All","Flatbush",1902,1475,77.5499474237645,3.42012236573759,51.6824395373291,60.8307045215563,159,167,165
"Within last month","All","Flatlands",922,814,88.2863340563991,1.61928306551298,74.7288503253796,78.9587852494577,21,32,40
"Within last month","All","Flushing",767,676,88.135593220339,2.22537313432836,69.361147327249,77.0534550195567,77,63,56
"Within last month","All","Fordham South",619,535,86.4297253634895,3.92115384615385,53.1502423263328,66.3974151857835,182,156,138
"Within last month","All","Forest Hills",934,836,89.5074946466809,2.85078219013237,64.9892933618844,74.6252676659529,132,103,81
"Within last month","All","Fort Greene",349,288,82.5214899713467,3.04861111111111,56.7335243553009,65.6160458452722,149,140,141
"Within last month","All","Fresh Meadows/Utopia",189,164,86.7724867724868,2.49693251533742,65.0793650793651,72.4867724867725,103,102,98
"Within last month","All","Ft. Totten/Bay Terrace/Clearview",185,165,89.1891891891892,1.7239263803681,74.5945945945946,77.2972972972973,28,33,55
"Within last month","All","Georgetown/Marine Park/Bergen Beach/Mill Basin",745,665,89.261744966443,1.41426403641882,76.7785234899329,80.1342281879195,11,16,28
"Within last month","All","Glen Oaks/Floral Park/New Hyde Park",228,201,88.1578947368421,1.60309278350515,74.1228070175439,78.5087719298246,20,38,44
"Within last month","All","Glendale",567,517,91.1816578483245,1.36842105263158,79.3650793650794,84.3033509700176,7,10,8
